#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:30792055	Cre12.g534900	Cre12.g534900.t1.1	Cre12.g534900.t1.1										
PAC:30792357	Cre12.g534915	Cre12.g534915.t1.1	Cre12.g534915.t1.1										
PAC:30793241	Cre12.g534930	Cre12.g534930.t1.1	Cre12.g534930.t1.1										
PAC:30792614	Cre12.g534945	Cre12.g534945.t1.1	Cre12.g534945.t1.1					K18740	GO:0003676				
PAC:30793502	Cre12.g534961	Cre12.g534961.t1.2	Cre12.g534961.t1.2										
PAC:30793541	Cre12.g534980	Cre12.g534980.t1.1	Cre12.g534980.t1.1		PTHR12203 PTHR12203:SF13								
PAC:30793542	Cre12.g534980	Cre12.g534980.t2.1	Cre12.g534980.t2.1		PTHR12203 PTHR12203:SF13								
PAC:30792407	Cre12.g535019	Cre12.g535019.t1.2	Cre12.g535019.t1.2						GO:0009190 GO:0016849 GO:0035556				
PAC:30792804	Cre12.g535050	Cre12.g535050.t1.1	Cre12.g535050.t1.1	PF00211 PF01547	PTHR12203 PTHR12203:SF13	EC:4.6.1.1			GO:0005215 GO:0006810 GO:0009190 GO:0016849 GO:0035556				
PAC:30792116	Cre12.g535100	Cre12.g535100.t1.2	Cre12.g535100.t1.2	PF00069	PTHR24362	EC:2.7.11.1	KOG0598		GO:0004672 GO:0004713 GO:0005524 GO:0006468				
PAC:30792287	Cre12.g535150	Cre12.g535150.t1.1	Cre12.g535150.t1.1										
PAC:30791954	Cre12.g535201	Cre12.g535201.t1.1	Cre12.g535201.t1.1										
PAC:30793101	Cre12.g535250	Cre12.g535250.t1.1	Cre12.g535250.t1.1										
PAC:30791760	Cre12.g535300	Cre12.g535300.t1.1	Cre12.g535300.t1.1										
PAC:30793425	Cre12.g535350	Cre12.g535350.t1.2	Cre12.g535350.t1.2						GO:0005515	AT5G24710	Transducin/WD40 repeat-like superfamily protein	LOC_Os01g46510	peptidase S8 and S53, subtilisin, kexin, sedolisin, putative, expressed
PAC:30792512	Cre12.g535400	Cre12.g535400.t1.1	Cre12.g535400.t1.1										
PAC:30793279	Cre12.g535450	Cre12.g535450.t1.2	Cre12.g535450.t1.2		PTHR40422								
PAC:30793280	Cre12.g535450	Cre12.g535450.t2.1	Cre12.g535450.t2.1		PTHR40422								
PAC:30791941	Cre12.g535476	Cre12.g535476.t1.1	Cre12.g535476.t1.1										
PAC:30793112	Cre12.g535500	Cre12.g535500.t1.2	Cre12.g535500.t1.2						GO:0000166 GO:0003676				
PAC:30791754	Cre12.g535550	Cre12.g535550.t1.1	Cre12.g535550.t1.1	PF12695	PTHR10992 PTHR10992:SF834	EC:3.1.1.73	KOG4667			AT3G47590	alpha/beta-Hydrolases superfamily protein	LOC_Os01g39800	esterase, putative, expressed
PAC:30792417	Cre12.g535600	Cre12.g535600.t1.1	Cre12.g535600.t1.1	PF00226	PTHR24078				GO:0006457 GO:0031072 GO:0051082				
PAC:30791812	Cre12.g535650	Cre12.g535650.t1.2	Cre12.g535650.t1.2		PTHR41749 PTHR41749:SF1				GO:0005515				
PAC:30792175	Cre12.g535700	Cre12.g535700.t1.1	Cre12.g535700.t1.1	PF00012	PTHR19375 PTHR19375:SF173				GO:0005524				
PAC:30793540	Cre12.g535750	Cre12.g535750.t1.1	Cre12.g535750.t1.1	PF00795	PTHR23088 PTHR23088:SF11	EC:3.5.1.53	KOG0806	K12251	GO:0006807 GO:0016810	AT2G27450	nitrilase-like protein 1	LOC_Os02g33080	N-carbamoylputrescine amidase, putative, expressed
PAC:30792036	Cre12.g535800	Cre12.g535800.t1.1	Cre12.g535800.t1.1	PF13191 PF13424	PTHR19959				GO:0005488 GO:0005515				
PAC:30793369	Cre12.g535851	Cre12.g535851.t1.1	Cre12.g535851.t1.1	PF00181 PF03947	PTHR13691 PTHR13691:SF16		KOG2309	K02938	GO:0003735 GO:0005622 GO:0005840 GO:0006412	AT2G18020	Ribosomal protein L2 family	LOC_Os12g38000	60S ribosomal protein L8, putative, expressed
PAC:30792839	Cre12.g535900	Cre12.g535900.t1.1	Cre12.g535900.t1.1	PF08477	PTHR11711		KOG0070	K07942	GO:0005525 GO:0005622 GO:0007264 GO:0015031	AT2G24765	ADP-ribosylation factor 3	LOC_Os08g15040	ADP-ribosylation factor, putative, expressed
PAC:30793514	Cre12.g535950	Cre12.g535950.t1.2	Cre12.g535950.t1.2	PF00384 PF09326 PF10588 PF13510	PTHR11615 PTHR11615:SF115	EC:1.6.5.3 EC:1.6.99.3		K03934	GO:0009055 GO:0016491 GO:0016651 GO:0051536 GO:0055114	AT5G37510	NADH-ubiquinone dehydrogenase, mitochondrial, putative	LOC_Os03g50540	2Fe-2S iron-sulfur cluster binding domain containing protein, expressed
PAC:30793103	Cre12.g536000	Cre12.g536000.t1.2	Cre12.g536000.t1.2	PF00122 PF12710 PF16209 PF16212	PTHR24092 PTHR24092:SF55	EC:3.6.3.1		K14802	GO:0000166 GO:0000287 GO:0004012 GO:0005524 GO:0006754 GO:0015662 GO:0015914 GO:0016020 GO:0016021 GO:0046872	AT1G59820	aminophospholipid ATPase 3	LOC_Os06g29380	phospholipid-transporting ATPase, putative, expressed
PAC:30791757	Cre12.g536050	Cre12.g536050.t1.2	Cre12.g536050.t1.2	PF00122 PF12710 PF16209 PF16212	PTHR24092 PTHR24092:SF55	EC:3.6.3.1		K14802	GO:0000166 GO:0000287 GO:0004012 GO:0005524 GO:0006754 GO:0015662 GO:0015914 GO:0016020 GO:0016021 GO:0046872	AT1G59820	aminophospholipid ATPase 3	LOC_Os06g29380	phospholipid-transporting ATPase, putative, expressed
PAC:30793185	Cre12.g536100	Cre12.g536100.t1.2	Cre12.g536100.t1.2		PTHR34639 PTHR34639:SF1								
PAC:30792327	Cre12.g536150	Cre12.g536150.t1.1	Cre12.g536150.t1.1										
PAC:30793512	Cre12.g536200	Cre12.g536200.t1.1	Cre12.g536200.t1.1										
PAC:30792854	Cre12.g536251	Cre12.g536251.t1.1	Cre12.g536251.t1.1										
PAC:30793218	Cre12.g536301	Cre12.g536301.t1.1	Cre12.g536301.t1.1										
PAC:30792604	Cre12.g536350	Cre12.g536350.t1.2	Cre12.g536350.t1.2										
PAC:30792165	Cre12.g536412	Cre12.g536412.t1.2	Cre12.g536412.t1.2										
PAC:30793630	Cre12.g536425	Cre12.g536425.t1.2	Cre12.g536425.t1.2										
PAC:30792893	Cre12.g536450	Cre12.g536450.t1.2	Cre12.g536450.t1.2										
PAC:30792894	Cre12.g536450	Cre12.g536450.t2.1	Cre12.g536450.t2.1										
PAC:30793265	Cre12.g536500	Cre12.g536500.t1.2	Cre12.g536500.t1.2		PTHR36792 PTHR36792:SF2				GO:0005488 GO:0005515	AT5G05360	(1 of 2) PTHR11102:SF18 - UNKNOWN PROTEIN	LOC_Os03g18700	expressed protein
PAC:30792084	Cre12.g536550	Cre12.g536550.t1.2	Cre12.g536550.t1.2	PF00400	PTHR12442 PTHR12442:SF11		KOG1587	K10409	GO:0005515				
PAC:30792885	Cre12.g536600	Cre12.g536600.t1.1	Cre12.g536600.t1.1		PTHR11584 PTHR11584:SF381				GO:0005488				
PAC:30791811	Cre12.g536650	Cre12.g536650.t1.2	Cre12.g536650.t1.2										
PAC:30793435	Cre12.g536683	Cre12.g536683.t1.1	Cre12.g536683.t1.1										
PAC:30793623	Cre12.g536716	Cre12.g536716.t1.1	Cre12.g536716.t1.1										
PAC:30792247	Cre12.g536750	Cre12.g536750.t1.2	Cre12.g536750.t1.2										
PAC:30792379	Cre12.g536776	Cre12.g536776.t1.1	Cre12.g536776.t1.1										
PAC:30793533	Cre12.g536800	Cre12.g536800.t1.2	Cre12.g536800.t1.2	PF10184	PTHR36334 PTHR36334:SF1					AT1G65230	Uncharacterized conserved protein (DUF2358)	LOC_Os01g68450	expressed protein
PAC:30792452	Cre12.g536850	Cre12.g536850.t1.1	Cre12.g536850.t1.1						GO:0008080 GO:0008152				
PAC:30793606	Cre12.g536900	Cre12.g536900.t1.1	Cre12.g536900.t1.1	PF02492 PF07683	PTHR13748 PTHR13748:SF4				GO:0003677 GO:0004879 GO:0005634 GO:0006355 GO:0042309 GO:0050825 GO:0050826				
PAC:30792229	Cre12.g536950	Cre12.g536950.t1.1	Cre12.g536950.t1.1										
PAC:30793353	Cre12.g537000	Cre12.g537000.t1.2	Cre12.g537000.t1.2	PF02041	PTHR40434 PTHR40434:SF1				GO:0004872	AT4G02980	endoplasmic reticulum auxin binding protein 1		
PAC:30791993	Cre12.g537050	Cre12.g537050.t1.2	Cre12.g537050.t1.2		PTHR36026								
PAC:30793066	Cre12.g537100	Cre12.g537100.t1.2	Cre12.g537100.t1.2	PF00133 PF08264 PF14497	PTHR11946 PTHR11946:SF5	EC:6.1.1.9		K01873	GO:0000166 GO:0002161 GO:0004812 GO:0004832 GO:0005524 GO:0005737 GO:0006412 GO:0006418 GO:0006438	AT1G14610	valyl-tRNA synthetase / valine--tRNA ligase (VALRS)	LOC_Os03g48850	valyl-tRNA synthetase, putative, expressed
PAC:30791764	Cre12.g537150	Cre12.g537150.t1.2	Cre12.g537150.t1.2										
PAC:30792850	Cre12.g537200	Cre12.g537200.t1.2	Cre12.g537200.t1.2	PF00676 PF02779 PF16078 PF16870	PTHR23152 PTHR23152:SF4	EC:1.2.4.2		K00164	GO:0004591 GO:0006096 GO:0006099 GO:0008152 GO:0016624 GO:0030976 GO:0055114	AT5G65750	2-oxoglutarate dehydrogenase, E1 component	LOC_Os07g49520	2-oxoglutarate dehydrogenase E1 component, mitochondrial precursor, putative, expressed
PAC:30792356	Cre12.g537226	Cre12.g537226.t1.1	Cre12.g537226.t1.1										
PAC:30793570	Cre12.g537250	Cre12.g537250.t1.2	Cre12.g537250.t1.2										
PAC:30791694	Cre12.g537300	Cre12.g537300.t1.2	Cre12.g537300.t1.2										
PAC:30792765	Cre12.g537350	Cre12.g537350.t1.1	Cre12.g537350.t1.1										
PAC:30792766	Cre12.g537350	Cre12.g537350.t2.1	Cre12.g537350.t2.1										
PAC:30791721	Cre12.g537371	Cre12.g537371.t1.2	Cre12.g537371.t1.2										
PAC:30792783	Cre12.g537400	Cre12.g537400.t1.1	Cre12.g537400.t1.1	PF00069	PTHR24349 PTHR24349:SF79	EC:2.7.11.1	KOG0580	K08850	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G03640	Protein kinase superfamily protein	LOC_Os03g16130	CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases, expressed
PAC:30791940	Cre12.g537450	Cre12.g537450.t1.2	Cre12.g537450.t1.2						GO:0004129 GO:0005743 GO:0005751				
PAC:30792256	Cre12.g537500	Cre12.g537500.t1.1	Cre12.g537500.t1.1	PF02383	PTHR11200 PTHR11200:SF136		KOG1889		GO:0042578	AT3G14205	Phosphoinositide phosphatase family protein	LOC_Os03g08430	SAC domain containing protein, putative, expressed
PAC:30793259	Cre12.g537550	Cre12.g537550.t1.1	Cre12.g537550.t1.1	PF13414	PTHR23083	EC:2.4.1.255			GO:0005488 GO:0005515				
PAC:30792399	Cre12.g537581	Cre12.g537581.t1.1	Cre12.g537581.t1.1	PF01808 PF02142	PTHR11692	EC:2.1.2.3 EC:3.5.4.10	KOG2555	K00602	GO:0003824 GO:0003937 GO:0004643 GO:0006164	AT2G35040	AICARFT/IMPCHase bienzyme family protein	LOC_Os08g10570	bifunctional purine biosynthesis protein purH, putative, expressed
PAC:30793537	Cre12.g537611	Cre12.g537611.t1.1	Cre12.g537611.t1.1										
PAC:30792403	Cre12.g537641	Cre12.g537641.t1.1	Cre12.g537641.t1.1	PF03062	PTHR13906 PTHR13906:SF4	EC:2.3.1.23	KOG2704	K13519		AT1G12640	MBOAT (membrane bound O-acyl transferase) family protein	LOC_Os02g45344	O-acyltransferase, putative, expressed
PAC:30792915	Cre12.g537671	Cre12.g537671.t1.1	Cre12.g537671.t1.1	PF00176 PF00271 PF00855 PF07496	PTHR10799 PTHR10799:SF677	EC:3.6.4.12	KOG0383		GO:0003676 GO:0004386 GO:0005524 GO:0008270			LOC_Os07g31450	CHR4/MI-2-LIKE, putative, expressed
PAC:30792009	Cre12.g537700	Cre12.g537700.t1.2	Cre12.g537700.t1.2		PTHR31728 PTHR31728:SF1					AT3G08780			
PAC:30792861	Cre12.g537750	Cre12.g537750.t1.2	Cre12.g537750.t1.2	PF00566 PF12068	PTHR22957 PTHR22957:SF34		KOG4567		GO:0005097 GO:0005622 GO:0032313	AT5G52580	RabGAP/TBC domain-containing protein	LOC_Os02g48000	TBC domain containing protein, expressed
PAC:30791776	Cre12.g537800	Cre12.g537800.t1.2	Cre12.g537800.t1.2	PF00327 PF08079	PTHR11524		KOG3184	K02937	GO:0003735 GO:0005840 GO:0006412 GO:0015934 GO:0030528	AT2G01250	Ribosomal protein L30/L7 family protein	LOC_Os08g13690	60S ribosomal protein L7, putative, expressed
PAC:30792401	Cre12.g537850	Cre12.g537850.t1.2	Cre12.g537850.t1.2	PF11152	PTHR36403					AT5G52110	Protein of unknown function (DUF2930)	LOC_Os10g37840	CCB2, putative, expressed
PAC:30792773	Cre12.g537900	Cre12.g537900.t1.1	Cre12.g537900.t1.1	PF11927									
PAC:30792377	Cre12.g537950	Cre12.g537950.t1.1	Cre12.g537950.t1.1										
PAC:30793255	Cre12.g538000	Cre12.g538000.t1.2	Cre12.g538000.t1.2						GO:0005515				
PAC:30793284	Cre12.g538050	Cre12.g538050.t1.2	Cre12.g538050.t1.2	PF07004	PTHR21580								
PAC:30792173	Cre12.g538100	Cre12.g538100.t1.2	Cre12.g538100.t1.2	PF13409 PF13410	PTHR32419 PTHR32419:SF6		KOG2903	K07393	GO:0005515	AT5G45020	Glutathione S-transferase family protein	LOC_Os02g21460	uncharacterized protein yqjG, putative, expressed
PAC:30793614	Cre12.g538150	Cre12.g538150.t1.2	Cre12.g538150.t1.2	PF03517	PTHR21399 PTHR21399:SF0			K05019	GO:0000387 GO:0005829 GO:0005886 GO:0006821 GO:0006884 GO:0034709 GO:0034715	AT5G62290	nucleotide-sensitive chloride conductance regulator (ICln) family protein	LOC_Os03g14520	nucleotide-sensitive chloride conductance regulator containing protein, expressed
PAC:30792483	Cre12.g538200	Cre12.g538200.t1.2	Cre12.g538200.t1.2	PF01926 PF03959 PF05773 PF08438	PTHR23305 PTHR23305:SF1		KOG2551	K06942	GO:0005515 GO:0005525				
PAC:30793604	Cre12.g538250	Cre12.g538250.t1.1	Cre12.g538250.t1.1			EC:2.4.1.5			GO:0005515				
PAC:30792444	Cre12.g538300	Cre12.g538300.t1.1	Cre12.g538300.t1.1	PF00069	PTHR24056 PTHR24056:SF111	EC:2.7.11.22	KOG0593	K08824	GO:0004672 GO:0004713 GO:0005524 GO:0006468			LOC_Os06g02550	CPuORF21 - conserved peptide uORF-containing transcript, expressed
PAC:30791905	Cre12.g538350	Cre12.g538350.t1.1	Cre12.g538350.t1.1	PF01491	PTHR16821	EC:1.16.3.1	KOG3413	K19054	GO:0004322 GO:0005739 GO:0006879 GO:0008199 GO:0016226 GO:0055114	AT4G03240	frataxin homolog	LOC_Os01g57460	frataxin, putative, expressed
PAC:30792683	Cre12.g538376	Cre12.g538376.t1.1	Cre12.g538376.t1.1										
PAC:30793159	Cre12.g538400	Cre12.g538400.t1.2	Cre12.g538400.t1.2	PF03876 PF08292	PTHR12709 PTHR12709:SF1	EC:2.7.7.6	KOG3297	K03022	GO:0003899 GO:0006351	AT1G06790	RNA polymerase Rpb7 N-terminal domain-containing protein	LOC_Os07g29420	DNA-directed RNA polymerase III subunit RPC8, putative, expressed
PAC:30792991	Cre12.g538450	Cre12.g538450.t1.2	Cre12.g538450.t1.2	PF01066	PTHR10414 PTHR10414:SF37	EC:2.7.8.1	KOG2877	K00993	GO:0008654 GO:0016020 GO:0016780	AT3G25585	aminoalcoholphosphotransferase	LOC_Os02g02750	CDP-alcohol phosphatidyltransferase, putative, expressed
PAC:30792999	Cre12.g538492	Cre12.g538492.t1.2	Cre12.g538492.t1.2										
PAC:30792430	Cre12.g538500	Cre12.g538500.t1.1	Cre12.g538500.t1.1	PF04003	PTHR22847 PTHR22847:SF361		KOG4547	K14546	GO:0005515	AT5G11240	transducin family protein / WD-40 repeat family protein	LOC_Os03g18840	NUC189 domain containing protein, expressed
PAC:30792618	Cre12.g538550	Cre12.g538550.t1.2	Cre12.g538550.t1.2						GO:0003700 GO:0006355 GO:0008270 GO:0043565				
PAC:30793518	Cre12.g538600	Cre12.g538600.t1.2	Cre12.g538600.t1.2	PF00041		EC:2.7.11.1			GO:0005515				
PAC:30792835	Cre12.g538650	Cre12.g538650.t1.1	Cre12.g538650.t1.1	PF00590	PTHR21091 PTHR21091:SF113	EC:2.1.1.107			GO:0006779 GO:0008152 GO:0008168 GO:0055114				
PAC:30791693	Cre12.g538700	Cre12.g538700.t1.2	Cre12.g538700.t1.2	PF07766	PTHR14009								
PAC:30791720	Cre12.g538750	Cre12.g538750.t1.2	Cre12.g538750.t1.2	PF01423	PTHR15588 PTHR15588:SF8		KOG1782	K12620		AT3G14080	Small nuclear ribonucleoprotein family protein	LOC_Os04g36810	LSM domain containing protein, expressed
PAC:30793087	Cre12.g538801	Cre12.g538801.t1.1	Cre12.g538801.t1.1										
PAC:30791952	Cre12.g538850	Cre12.g538850.t1.1	Cre12.g538850.t1.1	PF03451	PTHR13720 PTHR13720:SF9		KOG2106	K18598	GO:0005509 GO:0005515				
PAC:30793300	Cre12.g538900	Cre12.g538900.t1.2	Cre12.g538900.t1.2		PTHR10516	EC:5.2.1.8							
PAC:30793323	Cre12.g538950	Cre12.g538950.t1.2	Cre12.g538950.t1.2	PF16455	PTHR13609					AT5G45740	Ubiquitin domain-containing protein	LOC_Os09g17620	ubiquitin domain-containing protein 2, putative, expressed
PAC:30792455	Cre12.g539000	Cre12.g539000.t1.2	Cre12.g539000.t1.2	PF01467	PTHR10739 PTHR10739:SF29	EC:2.7.7.14	KOG2803	K00967	GO:0003824 GO:0009058	AT2G38670	phosphorylethanolamine cytidylyltransferase 1	LOC_Os11g03050	cytidylyltransferase domain containing protein, expressed
PAC:30793587	Cre12.g539050	Cre12.g539050.t1.1	Cre12.g539050.t1.1	PF08700	PTHR21426								
PAC:30792699	Cre12.g539076	Cre12.g539076.t1.1	Cre12.g539076.t1.1										
PAC:30792646	Cre12.g539100	Cre12.g539100.t1.1	Cre12.g539100.t1.1	PF00270 PF00271	PTHR24031 PTHR24031:SF320	EC:3.6.4.13	KOG0331	K14811	GO:0003676 GO:0004386 GO:0005524	AT1G31970	DEA(D/H)-box RNA helicase family protein	LOC_Os07g20580	DEAD-box ATP-dependent RNA helicase, putative, expressed
PAC:30792328	Cre12.g539121	Cre12.g539121.t1.1	Cre12.g539121.t1.1										
PAC:30792358	Cre12.g539141	Cre12.g539141.t1.1	Cre12.g539141.t1.1										
PAC:30792074	Cre12.g539150	Cre12.g539150.t1.2	Cre12.g539150.t1.2	PF00078	PTHR19446	EC:2.7.7.49			GO:0003723 GO:0003964 GO:0006278				
PAC:30793247	Cre12.g539161	Cre12.g539161.t1.1	Cre12.g539161.t1.1										
PAC:30792704	Cre12.g539181	Cre12.g539181.t1.1	Cre12.g539181.t1.1										
PAC:30791708	Cre12.g539200	Cre12.g539200.t1.2	Cre12.g539200.t1.2										
PAC:30791709	Cre12.g539200	Cre12.g539200.t2.1	Cre12.g539200.t2.1										
PAC:30792810	Cre12.g539201	Cre12.g539201.t1.1	Cre12.g539201.t1.1										
PAC:30792809	Cre12.g539201	Cre12.g539201.t2.1	Cre12.g539201.t2.1										
PAC:30791784	Cre12.g539202	Cre12.g539202.t1.1	Cre12.g539202.t1.1										
PAC:30791929	Cre12.g539203	Cre12.g539203.t1.1	Cre12.g539203.t1.1										
PAC:30792220	Cre12.g539204	Cre12.g539204.t1.1	Cre12.g539204.t1.1										
PAC:30792448	Cre12.g539205	Cre12.g539205.t1.1	Cre12.g539205.t1.1										
PAC:30793167	Cre12.g539206	Cre12.g539206.t1.1	Cre12.g539206.t1.1										
PAC:30793168	Cre12.g539206	Cre12.g539206.t2.1	Cre12.g539206.t2.1										
PAC:30792293	Cre12.g539207	Cre12.g539207.t1.1	Cre12.g539207.t1.1										
PAC:30792294	Cre12.g539207	Cre12.g539207.t2.1	Cre12.g539207.t2.1										
PAC:30792345	Cre12.g539208	Cre12.g539208.t1.1	Cre12.g539208.t1.1										
PAC:30792928	Cre12.g539209	Cre12.g539209.t1.1	Cre12.g539209.t1.1	PF00078	PTHR19446	EC:2.7.7.49			GO:0003723 GO:0003964 GO:0006278				
PAC:30792929	Cre12.g539209	Cre12.g539209.t2.1	Cre12.g539209.t2.1		PTHR19446	EC:2.7.7.49							
PAC:30792591	Cre12.g539650	Cre12.g539650.t1.1	Cre12.g539650.t1.1	PF08016	PTHR10157 PTHR10157:SF23				GO:0055114				
PAC:30793188	Cre12.g539700	Cre12.g539700.t1.2	Cre12.g539700.t1.2										
PAC:30793137	Cre12.g539750	Cre12.g539750.t1.2	Cre12.g539750.t1.2	PF09649						AT4G08310	(1 of 2) PTHR15410:SF2 - HIRA-INTERACTING PROTEIN 3		
PAC:30792027	Cre12.g539800	Cre12.g539800.t1.2	Cre12.g539800.t1.2										
PAC:30792028	Cre12.g539800	Cre12.g539800.t2.1	Cre12.g539800.t2.1										
PAC:30793400	Cre12.g539850	Cre12.g539850.t1.1	Cre12.g539850.t1.1										
PAC:30793401	Cre12.g539850	Cre12.g539850.t2.1	Cre12.g539850.t2.1										
PAC:30791796	Cre12.g539900	Cre12.g539900.t1.1	Cre12.g539900.t1.1	PF00676	PTHR11516 PTHR11516:SF1	EC:1.2.4.4	KOG1182	K00166	GO:0008152 GO:0016624	AT5G09300	Thiamin diphosphate-binding fold (THDP-binding) superfamily protein	LOC_Os12g08260	dehydrogenase E1 component domain containing protein, expressed
PAC:30793267	Cre12.g540050	Cre12.g540050.t1.2	Cre12.g540050.t1.2										
PAC:30793139	Cre12.g540051	Cre12.g540051.t1.1	Cre12.g540051.t1.1	PF06979	PTHR13281 PTHR13281:SF0							LOC_Os03g63680	expressed protein
PAC:30793437	Cre12.g540076	Cre12.g540076.t1.1	Cre12.g540076.t1.1	PF00557 PF08512 PF08644 PF14826	PTHR13980 PTHR13980:SF15					AT4G10710	global transcription factor C	LOC_Os04g25550	FACT complex subunit SPT16, putative, expressed
PAC:30792880	Cre12.g540100	Cre12.g540100.t1.1	Cre12.g540100.t1.1										
PAC:30792881	Cre12.g540100	Cre12.g540100.t2.1	Cre12.g540100.t2.1										
PAC:30793309	Cre12.g540150	Cre12.g540150.t1.1	Cre12.g540150.t1.1										
PAC:30793310	Cre12.g540150	Cre12.g540150.t2.1	Cre12.g540150.t2.1										
PAC:30792196	Cre12.g540200	Cre12.g540200.t1.2	Cre12.g540200.t1.2	PF00270 PF00271	PTHR24031	EC:3.6.4.13	KOG0331	K12823	GO:0003676 GO:0004386 GO:0005524				
PAC:30793626	Cre12.g540250	Cre12.g540250.t1.2	Cre12.g540250.t1.2	PF10262	PTHR15124				GO:0008430 GO:0045454				
PAC:30792621	Cre12.g540350	Cre12.g540350.t1.2	Cre12.g540350.t1.2	PF04078	PTHR12262		KOG3036	K12606	GO:0006402 GO:0030014	AT3G20800	Cell differentiation, Rcd1-like protein	LOC_Os04g52340	expressed protein
PAC:30792267	Cre12.g540351	Cre12.g540351.t1.1	Cre12.g540351.t1.1										
PAC:30793202	Cre12.g540400	Cre12.g540400.t1.2	Cre12.g540400.t1.2	PF04078	PTHR12262		KOG3036	K12606	GO:0003677 GO:0005488 GO:0006402 GO:0030014	AT3G20800	Cell differentiation, Rcd1-like protein	LOC_Os04g52340	expressed protein
PAC:30792884	Cre12.g540450	Cre12.g540450.t1.2	Cre12.g540450.t1.2										
PAC:30791825	Cre12.g540480	Cre12.g540480.t1.1	Cre12.g540480.t1.1										
PAC:30792634	Cre12.g540500	Cre12.g540500.t1.2	Cre12.g540500.t1.2	PF05648	PTHR12652 PTHR12652:SF10		KOG4186		GO:0005778 GO:0005779 GO:0016559	AT1G47750	peroxin 11A	LOC_Os03g19010	peroxisomal biogenesis factor 11, putative, expressed
PAC:30792721	Cre12.g540502	Cre12.g540502.t1.1	Cre12.g540502.t1.1										
PAC:30792040	Cre12.g540550	Cre12.g540550.t1.1	Cre12.g540550.t1.1	PF12697	PTHR10992 PTHR10992:SF793	EC:3.1.3.76 EC:3.3.2.10	KOG4178		GO:0003824	AT3G51000	alpha/beta-Hydrolases superfamily protein	LOC_Os10g35540	hydrolase, alpha/beta fold family domain containing protein, expressed
PAC:30793452	Cre12.g540650	Cre12.g540650.t1.2	Cre12.g540650.t1.2	PF00005 PF01061 PF08370	PTHR19241				GO:0000166 GO:0005524 GO:0016020 GO:0016887 GO:0017111	AT1G15520	pleiotropic drug resistance 12	LOC_Os01g42370	pleiotropic drug resistance protein, putative, expressed
PAC:30791896	Cre12.g540700	Cre12.g540700.t1.1	Cre12.g540700.t1.1										
PAC:30791897	Cre12.g540700	Cre12.g540700.t2.1	Cre12.g540700.t2.1										
PAC:30793281	Cre12.g540750	Cre12.g540750.t1.1	Cre12.g540750.t1.1	PF05608	PTHR20921		KOG3150			AT3G51040	RTE1-homolog	LOC_Os03g58520	green ripe-like, putative, expressed
PAC:30792172	Cre12.g540800	Cre12.g540800.t1.2	Cre12.g540800.t1.2										
PAC:30793239	Cre12.g540850	Cre12.g540850.t1.1	Cre12.g540850.t1.1						GO:0005975 GO:0030248				
PAC:30791947	Cre12.g540900	Cre12.g540900.t1.2	Cre12.g540900.t1.2										
PAC:30791948	Cre12.g540900	Cre12.g540900.t2.1	Cre12.g540900.t2.1										
PAC:30791701	Cre12.g540927	Cre12.g540927.t1.1	Cre12.g540927.t1.1	PF00493 PF07728	PTHR11630 PTHR11630:SF48	EC:3.6.4.12		K10738	GO:0003677 GO:0005524 GO:0006260 GO:0016887	AT2G14050	minichromosome maintenance 9	LOC_Os06g11500	MCM9 - Putative minichromosome maintenance MCM family subunit 9, expressed
PAC:30792758	Cre12.g540950	Cre12.g540950.t1.1	Cre12.g540950.t1.1										
PAC:30793509	Cre12.g541000	Cre12.g541000.t1.2	Cre12.g541000.t1.2										
PAC:30792595	Cre12.g541050	Cre12.g541050.t1.2	Cre12.g541050.t1.2										
PAC:30793214	Cre12.g541100	Cre12.g541100.t1.2	Cre12.g541100.t1.2	PF02338	PTHR12419	EC:3.4.19.12	KOG3288						
PAC:30793208	Cre12.g541150	Cre12.g541150.t1.1	Cre12.g541150.t1.1	PF03942									
PAC:30792437	Cre12.g541200	Cre12.g541200.t1.2	Cre12.g541200.t1.2	PF01226	PTHR30520 PTHR30520:SF0				GO:0005215 GO:0006810 GO:0016020				
PAC:30791867	Cre12.g541211	Cre12.g541211.t1.1	Cre12.g541211.t1.1		PTHR11795 PTHR11795:SF352	EC:2.7.11.1							
PAC:30791868	Cre12.g541211	Cre12.g541211.t2.1	Cre12.g541211.t2.1		PTHR11795 PTHR11795:SF352	EC:2.7.11.1							
PAC:30791869	Cre12.g541211	Cre12.g541211.t3.1	Cre12.g541211.t3.1		PTHR11795 PTHR11795:SF352	EC:2.7.11.1							
PAC:30792051	Cre12.g541250	Cre12.g541250.t1.2	Cre12.g541250.t1.2	PF01226	PTHR30520 PTHR30520:SF0				GO:0005215 GO:0006810 GO:0016020				
PAC:30792653	Cre12.g541252	Cre12.g541252.t1.1	Cre12.g541252.t1.1										
PAC:30792645	Cre12.g541300	Cre12.g541300.t1.2	Cre12.g541300.t1.2	PF00004	PTHR23074	EC:3.6.4.3			GO:0000166 GO:0005524 GO:0017111				
